Year,NOC,Gold,Silver,Bronze,Total,Rank,Athletes,GDP,Host,Past_Gold_Avg,Past_Total_Avg,Past_Gold_Sum,Past_Total_Sum,Cluster
2000,Kazakhstan,3,4,0,7,22.0,158.0,1764.0,0,3.0,11.0,3.0,11.0,2
1996,Kazakhstan,3,4,4,11,24.0,142.0,2578.0,0,0.0,0.0,0.0,0.0,2
2012,Kazakhstan,3,2,6,11,23.0,132.0,12768.0,0,2.0,8.0,6.0,24.0,2
2008,Kazakhstan,2,3,4,9,29.0,146.0,9011.0,0,2.3333333333333335,8.666666666666666,7.0,26.0,2
2004,Kazakhstan,1,4,3,8,40.0,130.0,3513.0,0,3.0,9.0,6.0,18.0,2
2016,Kazakhstan,2,5,10,17,30.0,123.0,7277.0,0,2.0,9.333333333333334,6.0,28.0,2
1996,Kenya,1,4,3,8,38.0,54.0,1464.0,0,2.6666666666666665,6.666666666666667,8.0,20.0,2
2012,Kenya,2,4,7,13,29.0,51.0,3440.0,0,3.0,10.0,9.0,30.0,2
1968,Kenya,3,4,2,9,14.0,50.0,1368.0,0,0.0,1.0,0.0,1.0,2
2024,Kenya,4,2,5,11,17.0,77.0,2407.0,0,4.0,12.0,12.0,36.0,2
2004,Kenya,1,4,2,7,41.0,46.0,1298.0,0,1.6666666666666667,7.666666666666667,5.0,23.0,2
1988,Kenya,5,2,2,9,13.0,88.0,1575.0,0,2.0,7.0,6.0,21.0,2
1964,Kenya,0,0,1,1,35.0,41.0,2012.642857142857,0,0.0,0.0,0.0,0.0,2
1992,Kenya,2,4,2,8,21.0,55.0,1238.0,0,2.6666666666666665,7.0,8.0,21.0,2
2016,Kenya,6,6,1,13,15.0,80.0,3956.0,0,3.0,12.0,9.0,36.0,2
1972,Kenya,2,3,4,9,19.0,69.0,1598.0,0,1.5,5.0,3.0,10.0,2
1984,Kenya,1,0,2,3,23.0,67.0,1517.0,0,1.6666666666666667,6.333333333333333,5.0,19.0,2
2000,Kenya,2,3,2,7,29.0,59.0,1219.0,0,2.6666666666666665,8.333333333333334,8.0,25.0,2
2008,Kenya,6,4,6,16,13.0,47.0,2407.0,0,1.3333333333333333,7.333333333333333,4.0,22.0,2
2020,Kenya,4,4,2,10,19.0,89.0,4690.0,0,4.666666666666667,14.0,14.0,42.0,2
2016,Kosovo,1,0,0,1,54.0,0.0,332.0,0,0.0,0.0,0.0,0.0,1
2024,Kosovo,0,1,1,2,73.0,0.0,332.0,0,1.5,1.5,3.0,3.0,1
2020,Kosovo,2,0,0,2,42.0,0.0,338.0,0,1.0,1.0,1.0,1.0,1
2012,Kuwait,0,0,1,1,79.0,0.0,10679.0,0,0.0,1.0,0.0,1.0,1
2020,Kuwait,0,0,1,1,86.0,0.0,5177.0,0,0.0,1.0,0.0,2.0,1
2000,Kuwait,0,0,1,1,71.0,0.0,3659.0,0,0.0,0.0,0.0,0.0,1
2024,Kyrgyzstan,0,2,4,6,68.0,17.0,25709.0,0,0.0,2.3333333333333335,0.0,7.0,1
2000,Kyrgyzstan,0,0,1,1,71.0,71.0,6427.25,0,0.0,0.0,0.0,0.0,1
2008,Kyrgyzstan,0,1,2,3,64.0,22.0,6427.25,0,0.0,1.0,0.0,1.0,1
2020,Kyrgyzstan,0,2,1,3,70.0,17.0,6427.25,0,0.0,2.0,0.0,4.0,1
1936,Latvia,0,1,1,2,24.0,0.0,889.3333333333334,0,0.0,1.0,0.0,1.0,2
2012,Latvia,1,0,1,2,48.0,0.0,1639.0,0,0.6666666666666666,3.3333333333333335,2.0,10.0,2
1932,Latvia,0,1,0,1,22.0,0.0,889.3333333333334,0,0.0,0.0,0.0,0.0,2
2004,Latvia,0,4,0,4,58.0,0.0,1112.0,0,0.3333333333333333,2.3333333333333335,1.0,7.0,2
1996,Latvia,0,1,0,1,61.0,0.0,690.0,0,0.0,2.0,0.0,6.0,2
2020,Latvia,1,0,1,2,59.0,0.0,1539.0,0,0.6666666666666666,3.0,2.0,9.0,2
2000,Latvia,1,1,1,3,44.0,0.0,737.0,0,0.0,2.0,0.0,6.0,2
2008,Latvia,1,1,1,3,46.0,0.0,2287.0,0,0.3333333333333333,2.6666666666666665,1.0,8.0,2
1992,Latvia,0,2,1,3,40.0,0.0,889.3333333333334,0,0.0,1.5,0.0,3.0,2
1972,Lebanon,0,1,0,1,33.0,0.0,0.0,0,0.0,2.0,0.0,2.0,2
1980,Lebanon,0,0,1,1,35.0,0.0,0.0,0,0.0,1.5,0.0,3.0,2
1952,Lebanon,0,1,1,2,32.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2
2012,Lithuania,2,0,3,5,35.0,72.0,2598.0,0,1.0,4.333333333333333,3.0,13.0,1
2016,Lithuania,0,1,3,4,65.0,80.0,2262.0,0,1.0,4.333333333333333,3.0,13.0,1
2000,Lithuania,2,0,3,5,33.0,77.0,1106.0,0,0.5,1.5,1.0,3.0,1
1996,Lithuania,0,0,1,1,71.0,81.0,1016.0,0,1.0,2.0,1.0,2.0,1
2008,Lithuania,0,3,2,5,57.0,78.0,3215.0,0,1.0,3.0,3.0,9.0,1
2024,Lithuania,0,2,2,4,70.0,63.0,2598.0,0,0.6666666666666666,3.3333333333333335,2.0,10.0,1
2004,Lithuania,1,2,0,3,45.0,70.0,1842.0,0,1.0,2.6666666666666665,3.0,8.0,1
2020,Lithuania,0,1,0,1,77.0,59.0,2665.0,0,0.6666666666666666,4.666666666666667,2.0,14.0,1
1992,Lithuania,1,0,1,2,34.0,54.0,1922.4444444444443,0,0.0,0.0,0.0,0.0,1
1920,Luxembourg,0,1,0,1,19.0,35.0,0.0,0,1.0,1.0,1.0,1.0,2
1952,Luxembourg,1,0,0,1,27.0,101.0,0.0,0,0.5,1.0,1.0,2.0,2
1900,Luxembourg,1,0,0,1,14.0,1.0,0.0,0,0.0,0.0,0.0,0.0,2
2000,Macedonia,0,0,1,1,71.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1
2016,Malaysia,0,4,1,5,60.0,0.0,15998.0,0,0.0,1.6666666666666667,0.0,5.0,1
2012,Malaysia,0,1,1,2,65.0,0.0,19317.0,0,0.0,1.3333333333333333,0.0,4.0,1
2024,Malaysia,0,0,2,2,80.0,0.0,15604.0,0,0.0,3.0,0.0,9.0,1
1992,Malaysia,0,0,1,1,54.0,0.0,9054.0,0,0.0,0.0,0.0,0.0,1
2008,Malaysia,0,1,0,1,72.0,0.0,15604.0,0,0.0,1.5,0.0,3.0,1
1996,Malaysia,0,1,1,2,58.0,0.0,12465.0,0,0.0,1.0,0.0,1.0,1
2020,Malaysia,0,1,1,2,74.0,0.0,15779.0,0,0.0,2.6666666666666665,0.0,8.0,1
2008,Mauritius,0,0,1,1,82.0,0.0,653.0,0,0.0,0.0,0.0,0.0,1
1964,Mexico,0,0,1,1,35.0,128.0,39123.59090909091,0,0.3333333333333333,1.3333333333333333,1.0,4.0,2
1956,Mexico,1,0,1,2,23.0,36.0,39123.59090909091,0,0.6666666666666666,3.0,2.0,9.0,2
1992,Mexico,0,1,0,1,49.0,140.0,55677.0,0,0.6666666666666666,4.0,2.0,12.0,2
2000,Mexico,1,2,3,6,40.0,98.0,72370.0,0,0.0,1.3333333333333333,0.0,4.0,2
1960,Mexico,0,0,1,1,41.0,110.0,39123.59090909091,0,1.0,2.6666666666666665,3.0,8.0,2
2020,Mexico,0,0,4,4,84.0,196.0,52476.0,0,1.0,5.666666666666667,3.0,17.0,2
1932,Mexico,0,2,0,2,21.0,100.0,39123.59090909091,0,0.0,0.0,0.0,0.0,2
1976,Mexico,1,0,1,2,25.0,137.0,47425.0,0,1.0,3.6666666666666665,3.0,11.0,2
1972,Mexico,0,1,0,1,33.0,281.0,35289.0,0,1.0,3.6666666666666665,3.0,11.0,2
2004,Mexico,0,3,1,4,59.0,137.0,67056.0,0,0.3333333333333333,2.6666666666666665,1.0,8.0,2
2016,Mexico,0,3,2,5,61.0,139.0,59124.0,0,1.0,5.333333333333333,3.0,16.0,2
1968,Mexico,3,3,3,9,15.0,446.0,31158.0,1,0.3333333333333333,1.3333333333333333,1.0,4.0,2
1936,Mexico,0,0,3,3,28.0,32.0,39123.59090909091,0,0.0,2.0,0.0,2.0,2
1948,Mexico,2,1,2,5,17.0,149.0,39123.59090909091,0,0.0,2.5,0.0,5.0,2
1980,Mexico,0,1,3,4,29.0,74.0,71930.0,0,1.3333333333333333,4.0,4.0,12.0,2
1984,Mexico,2,3,1,6,17.0,155.0,45613.0,0,0.3333333333333333,2.3333333333333335,1.0,7.0,2
1988,Mexico,0,0,2,2,44.0,144.0,34662.0,0,1.0,4.0,3.0,12.0,2
2012,Mexico,1,3,4,8,39.0,119.0,77191.0,0,1.0,4.666666666666667,3.0,14.0,2
1952,Mexico,0,1,0,1,34.0,85.0,39123.59090909091,0,0.6666666666666666,3.3333333333333335,2.0,10.0,2
2024,Mexico,0,3,2,5,65.0,155.0,78622.0,0,0.3333333333333333,5.666666666666667,1.0,17.0,2
1996,Mexico,0,0,1,1,71.0,111.0,53504.0,0,0.6666666666666666,3.0,2.0,9.0,2
2008,Mexico,2,0,2,4,36.0,103.0,78622.0,0,0.3333333333333333,3.6666666666666665,1.0,11.0,2
1896,Mixed team,1,0,1,2,11.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2
1900,Mixed team,8,5,6,19,4.0,0.0,0.0,0,1.0,2.0,1.0,2.0,2
1904,Mixed team,2,1,1,4,5.0,0.0,0.0,0,4.5,10.5,9.0,21.0,2
1996,Moldova,0,1,1,2,58.0,0.0,182.0,0,0.0,0.0,0.0,0.0,1
2000,Moldova,0,1,1,2,61.0,0.0,105.0,0,0.0,2.0,0.0,2.0,1
2008,Moldova,0,0,1,1,82.0,0.0,386.0,0,0.0,2.0,0.0,4.0,1
2024,Moldova,0,1,3,4,72.0,0.0,506.0,0,0.0,1.3333333333333333,0.0,4.0,1
2020,Moldova,0,0,1,1,86.0,0.0,516.0,0,0.0,1.6666666666666667,0.0,5.0,1
2016,Mongolia,0,1,1,2,67.0,0.0,572.0,0,0.6666666666666666,3.3333333333333335,2.0,10.0,1
1992,Mongolia,0,0,2,2,52.0,0.0,181.0,0,0.0,2.0,0.0,6.0,1
2012,Mongolia,0,2,3,5,58.0,0.0,727.0,0,0.6666666666666666,2.0,2.0,6.0,1
2008,Mongolia,2,2,0,4,33.0,0.0,357.0,0,0.0,1.3333333333333333,0.0,4.0,1
1988,Mongolia,0,0,1,1,46.0,0.0,591.0,0,0.0,2.0,0.0,6.0,1
2004,Mongolia,0,0,1,1,71.0,0.0,144.0,0,0.0,1.3333333333333333,0.0,4.0,1
1980,Mongolia,0,2,2,4,27.0,0.0,716.0,0,0.0,2.0,0.0,6.0,1
2020,Mongolia,0,1,3,4,71.0,0.0,600.0,0,0.6666666666666666,3.6666666666666665,2.0,11.0,1
2024,Mongolia,0,1,0,1,74.0,0.0,357.0,0,0.0,3.6666666666666665,0.0,11.0,1
1976,Mongolia,0,1,0,1,34.0,0.0,337.2307692307692,0,0.0,2.5,0.0,5.0,1
1972,Mongolia,0,1,0,1,33.0,0.0,337.2307692307692,0,0.0,4.0,0.0,4.0,1
1996,Mongolia,0,0,1,1,71.0,0.0,139.0,0,0.0,2.3333333333333335,0.0,7.0,1
1968,Mongolia,0,1,3,4,34.0,0.0,337.2307692307692,0,0.0,0.0,0.0,0.0,1
2012,Montenegro,0,1,0,1,70.0,34.0,222.0,0,0.0,0.0,0.0,0.0,1
2000,Morocco,0,1,4,5,58.0,55.0,4176.0,0,0.6666666666666666,2.6666666666666665,2.0,8.0,1
2012,Morocco,0,0,1,1,79.0,67.0,6550.0,0,0.6666666666666666,3.3333333333333335,2.0,10.0,1
2004,Morocco,2,1,0,3,37.0,57.0,5392.0,0,0.3333333333333333,3.3333333333333335,1.0,10.0,1
1996,Morocco,0,0,2,2,68.0,38.0,5318.0,0,1.3333333333333333,2.6666666666666665,4.0,8.0,1
2008,Morocco,0,1,1,2,68.0,49.0,6870.0,0,0.6666666666666666,3.3333333333333335,2.0,10.0,1
1992,Morocco,1,1,1,3,31.0,45.0,5149.0,0,1.0,2.0,3.0,6.0,1
2024,Morocco,1,0,1,2,60.0,63.0,6870.0,0,0.3333333333333333,1.0,1.0,3.0,1
1984,Morocco,2,0,0,2,18.0,35.0,3655.0,0,0.0,1.0,0.0,1.0,1
1988,Morocco,1,0,2,3,28.0,29.0,4888.0,0,1.0,1.5,2.0,3.0,1
2020,Morocco,1,0,0,1,63.0,51.0,5659.0,0,0.0,1.3333333333333333,0.0,4.0,1
1960,Morocco,0,1,0,1,32.0,111.0,5036.416666666667,0,0.0,0.0,0.0,0.0,1
2016,Morocco,0,0,1,1,78.0,52.0,5910.0,0,0.6666666666666666,2.0,2.0,6.0,1
1996,Mozambique,0,0,1,1,71.0,3.0,471.0,0,0.0,0.0,0.0,0.0,1
2000,Mozambique,1,0,0,1,50.0,4.0,558.0,0,0.0,1.0,0.0,1.0,1
1992,Namibia,0,2,0,2,41.0,10.0,505.0,0,0.0,0.0,0.0,0.0,1
1996,Namibia,0,2,0,2,55.0,10.0,466.0,0,0.0,2.0,0.0,2.0,1
2020,Namibia,0,1,0,1,77.0,11.0,472.0,0,0.0,2.0,0.0,4.0,1
1908,Netherlands,0,0,2,2,17.0,218.0,28197.37037037037,0,0.0,5.0,0.0,5.0,4
1952,Netherlands,0,5,0,5,29.0,181.0,28197.37037037037,0,4.333333333333333,13.666666666666666,13.0,41.0,4
1992,Netherlands,2,6,7,15,20.0,257.0,55729.0,0,2.3333333333333335,8.333333333333334,7.0,25.0,4
2008,Netherlands,7,5,4,16,11.0,283.0,64833.0,0,6.666666666666667,22.0,20.0,66.0,4
1984,Netherlands,5,2,6,13,13.0,185.0,35680.0,0,1.0,4.333333333333333,3.0,13.0,4
2012,Netherlands,6,6,8,20,13.0,222.0,52002.0,0,7.666666666666667,21.0,23.0,63.0,4
1932,Netherlands,2,5,1,8,14.0,80.0,28197.37037037037,0,4.666666666666667,13.333333333333334,14.0,40.0,4
1920,Netherlands,4,2,5,11,9.0,213.0,28197.37037037037,0,0.0,3.3333333333333335,0.0,10.0,4
1976,Netherlands,0,2,3,5,29.0,175.0,58343.0,0,2.6666666666666665,7.333333333333333,8.0,22.0,4
2024,Netherlands,15,7,12,34,6.0,449.0,64833.0,0,8.0,25.0,24.0,75.0,4
1964,Netherlands,2,4,4,10,15.0,158.0,28197.37037037037,0,1.6666666666666667,8.0,5.0,24.0,4
1912,Netherlands,0,0,3,3,18.0,45.0,28197.37037037037,0,0.0,3.5,0.0,7.0,4
2016,Netherlands,8,7,4,19,11.0,329.0,42369.0,0,5.666666666666667,19.333333333333332,17.0,58.0,4
1988,Netherlands,2,2,5,9,22.0,202.0,50071.0,0,1.6666666666666667,7.0,5.0,21.0,4
2000,Netherlands,12,9,4,25,8.0,285.0,40723.0,0,2.6666666666666665,14.333333333333334,8.0,43.0,4
2004,Netherlands,4,9,9,22,18.0,264.0,54104.0,0,6.0,19.666666666666668,18.0,59.0,4
1996,Netherlands,4,5,10,19,15.0,290.0,55884.0,0,3.0,12.333333333333334,9.0,37.0,4
1924,Netherlands,4,1,5,10,9.0,246.0,28197.37037037037,0,1.3333333333333333,5.333333333333333,4.0,16.0,4
2020,Netherlands,10,12,14,36,7.0,391.0,43649.0,0,7.0,18.333333333333332,21.0,55.0,4
1968,Netherlands,3,3,1,7,17.0,140.0,31942.0,0,0.6666666666666666,6.0,2.0,18.0,4
1948,Netherlands,5,2,9,16,11.0,187.0,28197.37037037037,0,4.666666666666667,14.666666666666666,14.0,44.0,4
1936,Netherlands,6,4,7,17,9.0,227.0,28197.37037037037,0,4.0,12.333333333333334,12.0,37.0,4
1980,Netherlands,0,1,2,3,30.0,112.0,68382.0,0,2.0,5.666666666666667,6.0,17.0,4
1960,Netherlands,0,1,2,3,28.0,160.0,28197.37037037037,0,3.6666666666666665,12.666666666666666,11.0,38.0,4
1972,Netherlands,3,1,1,5,16.0,199.0,42785.0,0,1.6666666666666667,6.666666666666667,5.0,20.0,4
1900,Netherlands,0,2,3,5,17.0,73.0,28197.37037037037,0,0.0,0.0,0.0,0.0,4
1928,Netherlands,6,9,4,19,8.0,384.0,28197.37037037037,1,2.6666666666666665,8.0,8.0,24.0,4
1988,Netherlands Antilles,0,1,0,1,36.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2
1952,New Zealand,1,0,2,3,24.0,20.0,4847.869565217391,0,0.6666666666666666,1.0,2.0,3.0,2
1932,New Zealand,0,1,0,1,22.0,29.0,4847.869565217391,0,0.3333333333333333,1.0,1.0,3.0,2
2008,New Zealand,3,2,4,9,27.0,201.0,8990.0,0,2.3333333333333335,5.0,7.0,15.0,2
2024,New Zealand,10,7,3,20,11.0,253.0,8990.0,0,5.666666666666667,17.0,17.0,51.0,2
1924,New Zealand,0,0,1,1,23.0,6.0,4847.869565217391,0,0.0,1.0,0.0,1.0,2
1968,New Zealand,1,0,2,3,27.0,65.0,5490.0,0,2.3333333333333335,3.3333333333333335,7.0,10.0,2
1936,New Zealand,1,0,0,1,20.0,9.0,4847.869565217391,0,0.3333333333333333,1.0,1.0,3.0,2
1984,New Zealand,8,1,2,11,8.0,162.0,5350.0,0,1.3333333333333333,3.3333333333333335,4.0,10.0,2
1928,New Zealand,1,0,0,1,24.0,13.0,4847.869565217391,0,0.0,1.0,0.0,2.0,2
2004,New Zealand,3,2,0,5,24.0,184.0,8486.0,0,1.6666666666666667,6.666666666666667,5.0,20.0,2
1960,New Zealand,2,0,1,3,14.0,47.0,4847.869565217391,0,1.3333333333333333,2.0,4.0,6.0,2
1972,New Zealand,1,1,1,3,23.0,112.0,7431.0,0,2.0,3.6666666666666665,6.0,11.0,2
2012,New Zealand,6,2,5,13,14.0,204.0,10812.0,0,2.3333333333333335,6.0,7.0,18.0,2
2020,New Zealand,7,6,7,20,13.0,279.0,9937.0,0,4.333333333333333,13.333333333333334,13.0,40.0,2
1976,New Zealand,2,1,1,4,18.0,98.0,7246.0,0,1.6666666666666667,3.6666666666666665,5.0,11.0,2
2000,New Zealand,1,0,3,4,46.0,177.0,5113.0,0,2.3333333333333335,9.666666666666666,7.0,29.0,2
1996,New Zealand,3,2,1,6,26.0,129.0,8660.0,0,4.0,11.333333333333334,12.0,34.0,2
1964,New Zealand,3,0,2,5,12.0,88.0,4847.869565217391,0,1.6666666666666667,2.6666666666666665,5.0,8.0,2
1920,New Zealand,0,0,1,1,22.0,6.0,4847.869565217391,0,0.0,0.0,0.0,0.0,2
1988,New Zealand,3,2,8,13,18.0,112.0,8607.0,0,3.6666666666666665,6.0,11.0,18.0,2
1956,New Zealand,2,0,0,2,16.0,57.0,4847.869565217391,0,0.6666666666666666,1.6666666666666667,2.0,5.0,2
2016,New Zealand,4,9,5,18,19.0,232.0,10022.0,0,4.0,9.0,12.0,27.0,2
1992,New Zealand,1,4,5,10,28.0,175.0,6367.0,0,4.333333333333333,9.333333333333334,13.0,28.0,2
1972,Niger,0,0,1,1,43.0,0.0,531.0,0,0.0,0.0,0.0,0.0,1
2016,Niger,0,1,0,1,69.0,0.0,530.0,0,0.0,1.0,0.0,1.0,1
1964,Nigeria,0,0,1,1,35.0,0.0,14116.6,0,0.0,0.0,0.0,0.0,2
1972,Nigeria,0,0,1,1,43.0,0.0,9547.0,0,0.0,1.0,0.0,1.0,2
2016,Nigeria,0,0,1,1,78.0,0.0,21496.0,0,0.3333333333333333,3.3333333333333335,1.0,10.0,2
2004,Nigeria,0,0,2,2,68.0,0.0,11093.0,0,1.0,4.333333333333333,3.0,13.0,2
2000,Nigeria,1,2,0,3,41.0,0.0,6727.0,0,0.6666666666666666,4.0,2.0,12.0,2
2020,Nigeria,0,1,1,2,74.0,0.0,20216.0,0,0.0,2.6666666666666665,0.0,8.0,2
1984,Nigeria,0,1,1,2,30.0,0.0,18184.0,0,0.0,1.0,0.0,2.0,2
2008,Nigeria,0,3,2,5,57.0,0.0,22961.0,0,1.0,3.6666666666666665,3.0,11.0,2
1992,Nigeria,0,3,1,4,38.0,0.0,7963.0,0,0.0,1.3333333333333333,0.0,4.0,2
1996,Nigeria,2,1,3,6,32.0,0.0,22979.0,0,0.0,2.3333333333333335,0.0,7.0,2
2004,North Korea,0,4,1,5,57.0,0.0,0.0,0,2.0,6.0,6.0,18.0,2
1976,North Korea,1,1,0,2,21.0,0.0,0.0,0,1.0,5.0,1.0,5.0,2
2008,North Korea,2,2,2,6,31.0,0.0,0.0,0,0.6666666666666666,4.666666666666667,2.0,14.0,2
1980,North Korea,0,3,2,5,26.0,0.0,0.0,0,1.0,3.5,2.0,7.0,2
2024,North Korea,0,2,4,6,68.0,0.0,0.0,0,2.6666666666666665,6.333333333333333,8.0,19.0,2
1972,North Korea,1,1,3,5,22.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2
2016,North Korea,2,3,2,7,34.0,0.0,0.0,0,2.0,5.666666666666667,6.0,17.0,2
2012,North Korea,4,0,2,6,21.0,0.0,0.0,0,0.6666666666666666,5.0,2.0,15.0,2
1996,North Korea,2,1,2,5,33.0,0.0,0.0,0,1.6666666666666667,5.333333333333333,5.0,16.0,2
1992,North Korea,4,0,5,9,16.0,0.0,0.0,0,0.6666666666666666,4.0,2.0,12.0,2
2000,North Korea,0,1,3,4,60.0,0.0,0.0,0,2.0,6.333333333333333,6.0,19.0,2
2020,North Macedonia,0,1,0,1,77.0,8.0,555.0,0,0.0,0.0,0.0,0.0,1
1936,Norway,1,3,2,6,18.0,84.0,11088.0,0,6.333333333333333,15.0,19.0,45.0,2
2012,Norway,2,1,1,4,34.0,69.0,31519.0,0,4.0,8.333333333333334,12.0,25.0,2
1952,Norway,3,2,0,5,10.0,190.0,11088.0,0,1.0,5.666666666666667,3.0,17.0,2
1956,Norway,1,0,2,3,22.0,29.0,11088.0,0,1.6666666666666667,6.0,5.0,18.0,2
1988,Norway,2,3,0,5,21.0,79.0,19439.0,0,1.0,3.0,3.0,9.0,2
1924,Norway,5,2,3,10,7.0,105.0,11088.0,0,6.0,16.333333333333332,18.0,49.0,2
1912,Norway,3,2,5,10,8.0,263.0,11088.0,0,1.3333333333333333,5.0,4.0,15.0,2
1908,Norway,2,3,3,8,8.0,103.0,11088.0,0,1.0,3.5,2.0,7.0,2
2016,Norway,0,0,4,4,74.0,77.0,19704.0,0,3.3333333333333335,6.333333333333333,10.0,19.0,2
2024,Norway,4,1,3,8,18.0,128.0,31454.0,0,2.0,5.333333333333333,6.0,16.0,2
2008,Norway,3,5,1,9,22.0,102.0,31454.0,0,3.6666666666666665,7.666666666666667,11.0,23.0,2
1948,Norway,1,3,3,7,19.0,97.0,11088.0,0,2.3333333333333335,6.666666666666667,7.0,20.0,2
1960,Norway,1,0,0,1,21.0,50.0,11088.0,0,1.6666666666666667,5.0,5.0,15.0,2
1972,Norway,2,1,1,4,21.0,161.0,13522.0,0,1.0,2.0,3.0,6.0,2
2000,Norway,4,3,3,10,19.0,115.0,16706.0,0,2.0,6.333333333333333,6.0,19.0,2
1920,Norway,13,9,9,31,6.0,267.0,11088.0,0,2.3333333333333335,6.666666666666667,7.0,20.0,2
1976,Norway,1,1,0,2,21.0,79.0,19169.0,0,1.3333333333333333,2.3333333333333335,4.0,7.0,2
1992,Norway,2,4,1,7,22.0,114.0,20046.0,0,1.0,3.3333333333333335,3.0,10.0,2
1904,Norway,2,0,0,2,7.0,6.0,11088.0,0,0.0,5.0,0.0,5.0,2
1900,Norway,0,2,3,5,17.0,29.0,11088.0,0,0.0,0.0,0.0,0.0,2
1928,Norway,1,2,1,4,19.0,79.0,11088.0,0,7.0,17.0,21.0,51.0,2
1968,Norway,1,1,0,2,25.0,86.0,10807.0,0,1.6666666666666667,3.0,5.0,9.0,2
2004,Norway,5,0,1,6,17.0,60.0,21694.0,0,2.6666666666666665,8.0,8.0,24.0,2
1984,Norway,0,1,2,3,28.0,132.0,15354.0,0,1.3333333333333333,2.6666666666666665,4.0,8.0,2
2020,Norway,4,2,2,8,20.0,112.0,17193.0,0,1.6666666666666667,5.666666666666667,5.0,17.0,2
1996,Norway,2,2,3,7,30.0,116.0,20227.0,0,1.3333333333333333,5.0,4.0,15.0,2
1992,Pakistan,0,0,1,1,54.0,28.0,7477.0,0,0.3333333333333333,1.0,1.0,3.0,2
1968,Pakistan,1,0,0,1,29.0,15.0,8483.0,0,0.3333333333333333,1.3333333333333333,1.0,4.0,2
2024,Pakistan,1,0,0,1,62.0,10.0,13667.0,0,0.3333333333333333,1.0,1.0,3.0,2
1984,Pakistan,1,0,0,1,25.0,33.0,7699.0,0,0.3333333333333333,1.0,1.0,3.0,2
1976,Pakistan,0,0,1,1,37.0,24.0,7013.0,0,0.3333333333333333,1.0,1.0,3.0,2
1956,Pakistan,0,1,0,1,31.0,79.0,5897.7,0,0.0,0.0,0.0,0.0,2
1960,Pakistan,1,0,1,2,20.0,53.0,5897.7,0,0.0,1.0,0.0,1.0,2
1972,Pakistan,0,1,0,1,33.0,26.0,7312.0,0,0.6666666666666666,1.3333333333333333,2.0,4.0,2
1988,Pakistan,0,0,1,1,46.0,33.0,7326.0,0,0.3333333333333333,1.0,1.0,3.0,2
1964,Pakistan,0,1,0,1,30.0,47.0,5897.7,0,0.5,1.5,1.0,3.0,2
1948,Panama,0,0,2,2,32.0,2.0,1145.3333333333333,0,0.0,0.0,0.0,0.0,1
2024,Panama,0,1,0,1,74.0,13.0,1718.0,0,0.5,1.5,1.0,3.0,1
2008,Panama,1,0,0,1,53.0,5.0,1718.0,0,0.0,2.0,0.0,2.0,1
2004,Paraguay,0,1,0,1,65.0,0.0,768.0,0,0.0,0.0,0.0,0.0,1
1992,Peru,0,1,0,1,49.0,21.0,5495.0,0,0.3333333333333333,1.0,1.0,3.0,2
1984,Peru,0,1,0,1,33.0,44.0,4343.0,0,1.0,1.0,1.0,1.0,2
1948,Peru,1,0,0,1,22.0,49.0,4180.8,0,0.0,0.0,0.0,0.0,2
2024,Peru,0,0,1,1,84.0,32.0,8138.0,0,0.0,1.0,0.0,3.0,2
1988,Peru,0,1,0,1,36.0,26.0,2928.0,0,0.5,1.0,1.0,2.0,2
1996,Philippines,0,1,0,1,61.0,0.0,11696.0,0,0.0,1.0,0.0,3.0,2
2024,Philippines,2,0,2,4,37.0,0.0,12273.0,0,0.3333333333333333,2.0,1.0,6.0,2
1988,Philippines,0,0,1,1,46.0,0.0,8220.0,0,0.0,1.6666666666666667,0.0,5.0,2
1964,Philippines,0,1,0,1,30.0,0.0,7527.3,0,0.0,1.6666666666666667,0.0,5.0,2
1936,Philippines,0,0,1,1,30.0,0.0,7527.3,0,0.0,2.0,0.0,4.0,2
2020,Philippines,1,2,1,4,50.0,0.0,16917.0,0,0.0,1.0,0.0,3.0,2
1992,Philippines,0,0,1,1,54.0,0.0,9246.0,0,0.0,1.0,0.0,3.0,2
2016,Philippines,0,1,0,1,69.0,0.0,16921.0,0,0.0,1.0,0.0,3.0,2
1932,Philippines,0,0,3,3,25.0,0.0,7527.3,0,0.0,1.0,0.0,1.0,2
1928,Philippines,0,0,1,1,32.0,0.0,7527.3,0,0.0,0.0,0.0,0.0,2
1960,Poland,4,6,11,21,9.0,307.0,9701.0,0,0.6666666666666666,4.666666666666667,2.0,14.0,4
1996,Poland,7,5,5,17,11.0,207.0,19892.0,0,2.6666666666666665,22.333333333333332,8.0,67.0,4
2004,Poland,3,2,5,10,23.0,224.0,20957.0,0,5.333333333333333,16.666666666666668,16.0,50.0,4
1980,Poland,3,14,15,32,10.0,418.0,9701.0,0,6.333333333333333,21.666666666666668,19.0,65.0,4
2016,Poland,2,3,6,11,33.0,289.0,25144.0,0,3.3333333333333335,10.666666666666666,10.0,32.0,4
